"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Mcf7","1h","","GSE35696","MicroArray","HG-U133_Plus_2","ZNF658","-0.372","-2.636","True"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","RANBP3L","0.462","2.636","True"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","FOXQ1","0.462","2.636","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","ACP5","0.693","2.636","True"
"Chordoma","","","GSE86036","MicroArray","GPL17692","FAM151B","0.543","2.636","True"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","FGF10","-0.462","-2.636","True"
"Mcf7","1h","","GSE35696","MicroArray","HG-U133_Plus_2","ABCB9","-0.372","-2.636","True"
"Mcf7","1h","","GSE35696","MicroArray","HG-U133_Plus_2","BHLHE23","0.372","2.635","True"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","SLC12A8","0.462","2.635","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","CES4A","0.693","2.634","True"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","BHMT","-0.462","-2.632","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","OTOP3","0.692","2.632","True"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","CSAD","0.462","2.632","True"
"Fibroblast","15d","0.2ug","GSE81997","MicroArray","GPL17077","HNRNPA1","0.965","2.631","True"
"Fibroblast","15d","0.2ug","GSE81997","MicroArray","GPL17077","BAZ1A","0.964","2.631","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","BRSK1","-0.654","-2.630","False"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","PROM1","-0.461","-2.630","True"
"Fibroblast","15d","0.2ug","GSE81997","MicroArray","GPL17077","MYO1E","0.964","2.630","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","NGB","-0.654","-2.629","False"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","RMI2","-0.461","-2.628","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","SERPINE1","-0.653","-2.628","False"
"Fibroblast","15d","0.2ug","GSE81997","MicroArray","GPL17077","BIRC5","-0.963","-2.628","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","BMP5","-0.653","-2.628","False"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","OBP2B","-0.691","-2.628","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","IFT57","0.653","2.626","False"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","WT1-AS","-0.653","-2.626","False"
"Mcf7","1h","","GSE35696","MicroArray","HG-U133_Plus_2","ZNF652","-0.371","-2.626","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","RAC3","-0.653","-2.626","False"
"Chordoma","","","GSE86036","MicroArray","GPL17692","NT5DC3","-0.541","-2.625","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","GPR68","-0.653","-2.625","False"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","LGALS2","-0.460","-2.625","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","MIA","-0.653","-2.625","False"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","OR2H2","-0.460","-2.625","True"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","IL13RA1","0.460","2.625","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","HLA-DOB","0.690","2.624","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","MUC15","-0.690","-2.624","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","IL1RAPL1","0.690","2.624","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","GJB1","-0.690","-2.622","True"
"Mcf7","1h","","GSE35696","MicroArray","HG-U133_Plus_2","FCGRT","0.370","2.622","True"
"Chordoma","","","GSE86036","MicroArray","GPL17692","OR10P1","0.540","2.621","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","NRAP","-0.652","-2.621","False"
"Female Hipsc","","","GSE44044","MicroArray","GPL6480","SLC16A3","0.689","2.621","True"
"Female Hipsc","","","GSE44044","MicroArray","GPL14550","XAGE-4","0.651","2.620","False"
"Fibroblast","15d","0.2ug","GSE81997","MicroArray","GPL17077","TXLNA","0.960","2.619","True"
"Mcf7","1h","","GSE35696","MicroArray","HG-U133_Plus_2","SNX16","-0.370","-2.618","True"
"Fibroblast","48h","0.2ug","GSE81996","MicroArray","GPL17077","IDO1","0.459","2.617","True"
