"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Hfk16","2h","","GSE54181","MicroArray","GPL10558","NUAK2","0.611","4.456","True"
"Hfk1","2h","","GSE54181","MicroArray","GPL10558","STEAP4","0.622","4.456","True"
"Naïve B Cells Purified From Peripheral Blood","","","GSE85543","MicroArray","HT_HG-U133_Plus_PM","TMEM97","1.100","4.455","False"
"Hvk18","24h","","GSE54181","MicroArray","GPL10558","ANXA2","0.825","4.455","True"
"Immature Dendritic","24h","","GSE85544","MicroArray","HT_HG-U133_Plus_PM","FXYD6","1.742","4.454","True"
"Primary B","1h","","GSE132835","RNASeq","","GADD45B","2.154","4.451","True"
"Primary B","18h","","GSE132835","RNASeq","","TNFAIP3","3.146","4.451","False"
"Hvk","24h","","GSE54181","MicroArray","GPL10558","CCDC9B","0.883","4.451","True"
"Immature Dendritic","3h","","GSE85544","MicroArray","HT_HG-U133_Plus_PM","TSLP","1.289","4.451","True"
"Hck18","24h","","GSE54181","MicroArray","GPL10558","LACTB","0.629","4.451","True"
"Primary Blood Dendritic","6h","","GSE73542","MicroArray","HG-U133_Plus_2","PALLD","-1.565","-4.449","False"
"Hfk1","2h","","GSE54181","MicroArray","GPL10558","NFKB2","0.621","4.449","True"
"Hck","24h","","GSE54181","MicroArray","GPL10558","GBP5","-0.749","-4.448","True"
"Primary B","1h","","GSE132835","RNASeq","","KIAA0040","-2.152","-4.447","True"
"Primary Blood Dendritic","12h","","GSE73542","MicroArray","HG-U133_Plus_2","EMP3","-1.325","-4.447","False"
"Hfk2","24h","","GSE54181","MicroArray","GPL10558","ITGAV","0.975","4.447","True"
"Hvk16","2h","","GSE54181","MicroArray","GPL10558","SEMA3C","0.723","4.447","True"
"Depleted Islet","","","GSE8873","MicroArray","GPL1708","RPLP1","1.386","4.447","True"
"Hvk18","2h","","GSE54181","MicroArray","GPL10558","ETS2","0.626","4.445","True"
"Hfk16","24h","","GSE54181","MicroArray","GPL10558","NFKBIE","0.935","4.444","True"
"Immature Dendritic","24h","","GSE85544","MicroArray","HT_HG-U133_Plus_PM","IDO2","1.738","4.443","True"
"Primary Blood Dendritic","12h","","GSE73542","MicroArray","HG-U133_Plus_2","DUSP14","1.324","4.443","False"
"Hck","2h","","GSE54181","MicroArray","GPL10558","F3","0.627","4.443","True"
"Primary B","18h","","GSE132835","RNASeq","","CDKN2D","-3.140","-4.441","False"
"Hvk18","24h","","GSE54181","MicroArray","GPL10558","SEMA3C","0.823","4.441","True"
"Naïve B Cells Purified From Peripheral Blood","","","GSE85543","MicroArray","HT_HG-U133_Plus_PM","PARP4","-1.096","-4.441","False"
"Hvk16","24h","","GSE54181","MicroArray","GPL10558","BHLHE40","0.789","4.439","True"
"Immature Dendritic","24h","","GSE85544","MicroArray","HT_HG-U133_Plus_PM","C4orf46","1.736","4.438","True"
"Bladder Carcinoma","24h","1ug/mL","GSE98891","MicroArray","HuGene-1_0-st-v1","TAPBP","0.956","4.438","False"
"Immature Dendritic","1h","","GSE85544","MicroArray","HT_HG-U133_Plus_PM","TAMALIN","0.958","4.437","True"
"Primary Blood Dendritic","12h","","GSE73542","MicroArray","HG-U133_Plus_2","TREML1","1.321","4.436","False"
"Primary B","1h","","GSE132835","RNASeq","","ID3","-2.146","-4.435","True"
"Naïve B Cells Purified From Peripheral Blood","","","GSE85543","MicroArray","HT_HG-U133_Plus_PM","TXNIP","-1.094","-4.435","False"
"Primary Blood Dendritic","12h","","GSE73542","MicroArray","HG-U133_Plus_2","IRF1","1.321","4.434","False"
"Hvk","2h","","GSE54181","MicroArray","GPL10558","BTG3","0.822","4.433","True"
"Hfk16","2h","","GSE54181","MicroArray","GPL10558","NEFM","0.607","4.431","True"
"Primary Blood Dendritic","6h","","GSE73542","MicroArray","HG-U133_Plus_2","PAM","1.558","4.430","False"
"Hfk1","24h","","GSE54181","MicroArray","GPL10558","MMP1","-0.731","-4.430","True"
"Hfk16","24h","","GSE54181","MicroArray","GPL10558","FDPS","0.932","4.429","True"
"Primary B","18h","","GSE132835","RNASeq","","IL4I1","3.131","4.429","False"
"Hvk18","24h","","GSE54181","MicroArray","GPL10558","IL36G","0.820","4.428","True"
"Hfk1","24h","","GSE54181","MicroArray","GPL10558","TNFRSF1B","0.731","4.428","True"
"Hck","24h","","GSE54181","MicroArray","GPL10558","MMP1","-0.746","-4.427","True"
"Hvk18","24h","","GSE54181","MicroArray","GPL10558","SPPL2A","0.820","4.426","True"
"Immature Dendritic","3h","","GSE85544","MicroArray","HT_HG-U133_Plus_PM","MAP3K14","1.282","4.425","True"
"Primary B","18h","","GSE132835","RNASeq","","METTL7A","-3.128","-4.425","False"
"Hvk18","24h","","GSE54181","MicroArray","GPL10558","CENPA","-0.820","-4.424","True"
"Primary Blood Dendritic","12h","","GSE73542","MicroArray","HG-U133_Plus_2","SLC22A15","-1.318","-4.423","False"
"Immature Dendritic","24h","","GSE85544","MicroArray","HT_HG-U133_Plus_PM","PIP4P2","-1.730","-4.422","True"
"Naïve B Cells Purified From Peripheral Blood","","","GSE85543","MicroArray","HT_HG-U133_Plus_PM","FCMR","-1.091","-4.422","False"
"Primary Blood Dendritic","12h","","GSE73542","MicroArray","HG-U133_Plus_2","LTF","1.317","4.422","False"
"Hvk16","24h","","GSE54181","MicroArray","GPL10558","ADTRP","0.786","4.421","True"
"Hfk16","2h","","GSE54181","MicroArray","GPL10558","MARCKSL1","0.606","4.420","True"
"Primary Blood Dendritic","6h","","GSE73542","MicroArray","HG-U133_Plus_2","MB21D2","-1.554","-4.419","False"
"Hvk","24h","","GSE54181","MicroArray","GPL10558","MMP10","0.877","4.419","True"
"Hvk16","2h","","GSE54181","MicroArray","GPL10558","NET1","-0.719","-4.417","True"
