"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Whole Blood","24h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","EOGT","-0.981","-3.546","True"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","HLA-DMB","2.123","3.545","True"
"Cd34 Positive Hemapoietic Stem","","","GSE107006","RNASeq","","NKG7","-3.186","-3.545","True"
"Monocyte","7d","","GSE60199","MicroArray","GPL10558","ARMCX2","3.881","3.545","False"
"Monocyte","","","GSE37356","MicroArray","GPL10558","TESC","-1.627","-3.545","False"
"Macrophage","","","GSE49240","MicroArray","GPL10558","PPP3R1","0.323","3.544","False"
"Monocyte","7d","","GSE60199","MicroArray","GPL10558","NR1H3","3.880","3.544","False"
"Monocyte","4h","","GSE99609","MicroArray","GPL23538","RHOH","1.288","3.544","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","FCN1","2.122","3.543","True"
"Monocyte","7d","","GSE60199","MicroArray","GPL10558","VAT1","3.879","3.543","False"
"Monocyte","7d","","GSE60199","MicroArray","GPL10558","HILPDA","3.879","3.543","False"
"Monocyte","","","GSE131115","MicroArray","Clariom_S_Human","ALG8","3.325","3.543","False"
"Monocyte","4h","","GSE99609","MicroArray","GPL23538","PROC","-1.287","-3.541","False"
"Whole Blood","24h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","NOP2","-0.980","-3.541","True"
"Macrophage","","","GSE49240","MicroArray","GPL10558","GAL","-0.323","-3.540","False"
"Monocyte","","","GSE123573","RNASeq","","JAK3","-1.210","-3.540","False"
"Cd14Pos_Monocyte","72h","","GSE96703","MicroArray","GPL6947","TLR7","2.566","3.540","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","SECTM1","2.119","3.540","True"
"Monocyte","","","GSE123270","MicroArray","GPL10558","GALC","-0.932","-3.539","False"
"Monocyte","","","GSE37356","MicroArray","GPL10558","GPR68","1.624","3.538","False"
"Whole Blood","4h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","CLIP1","-0.668","-3.536","True"
"Cd14Pos_Monocyte","72h","","GSE96703","MicroArray","GPL6947","C1orf54","2.561","3.534","False"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","MCL1","-0.787","-3.534","False"
"Monocyte","7d","","GSE60199","MicroArray","GPL10558","CD9","3.869","3.534","False"
"Monocyte","","","GSE37356","MicroArray","GPL10558","PRXL2B","1.622","3.533","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","PLAU","2.115","3.533","True"
"Whole Blood","4h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","IER3","0.668","3.533","True"
"Monocyte","","","GSE9801","MicroArray","HG-U133A","CLMN","1.795","3.532","True"
"Monocyte","","","GSE37356","MicroArray","GPL10558","TNFSF14","1.621","3.532","False"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","SNCA","0.786","3.532","False"
"Monocyte","4h","","GSE99609","MicroArray","GPL23538","ZC3H12C","1.283","3.531","False"
"Monocyte","","","GSE37356","MicroArray","GPL10558","SDC2","1.620","3.530","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","PTPN22","2.114","3.530","True"
"Whole Blood","24h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","REM2","-0.977","-3.530","True"
"Monocyte","","","GSE131115","MicroArray","Clariom_S_Human","AARS1","3.312","3.529","False"
"Monocyte","","","GSE123573","RNASeq","","ACSF2","-1.206","-3.529","False"
"Monocyte","","","GSE9801","MicroArray","HG-U133_Plus_2","TREM2","2.113","3.529","True"
"Whole Blood","24h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","TMEM71","-0.976","-3.528","True"
"Monocyte","","","GSE123270","MicroArray","GPL10558","KTN1","0.929","3.527","False"
"Monocyte","","","GSE37356","MicroArray","GPL10558","HAVCR2","1.619","3.527","False"
"Whole Blood","4h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","ADORA3","0.666","3.526","True"
"Monocyte","7d","","GSE60199","MicroArray","GPL10558","FCGR2B","3.860","3.526","False"
"Monocyte","","","GSE131115","MicroArray","Clariom_S_Human","LIPA","3.308","3.525","False"
"Cd14Pos_Monocyte","72h","","GSE96703","MicroArray","GPL6947","ATF5","2.554","3.524","False"
"Monocyte","","","GSE52647","MicroArray","HuGene-1_0-st-v1","NR4A2","-0.785","-3.524","False"
"Monocyte","","","GSE123573","RNASeq","","CDKN1C","-1.205","-3.523","False"
"Monocyte","","","GSE37356","MicroArray","GPL10558","CLDN23","1.617","3.523","False"
"Whole Blood","4h","","GSE136440","MicroArray","HT_HG-U133_Plus_PM","ROMO1","0.666","3.523","True"
"Cd34 Positive Hemapoietic Stem","","","GSE107006","RNASeq","","HTRA4","3.165","3.522","True"
