"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","TAB2","0.792","3.655","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","PIK3R1","0.551","3.652","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","PLXDC1","-1.086","-3.649","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","CDK10","-0.410","-3.649","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","HBEGF","0.410","3.649","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","CLIC5","-1.086","-3.647","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","FRMD4B","1.085","3.645","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","LPAR2","-0.410","-3.642","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","RBM6","-0.410","-3.642","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","GPR171","0.410","3.642","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","ZSCAN16","-0.410","-3.640","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","DPP4","1.083","3.639","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","EGLN2","-0.409","-3.636","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","MLLT11","-0.409","-3.636","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","GAD1","1.082","3.635","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","CISH","0.408","3.630","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","HTR2B","-1.079","-3.625","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","P2RX1","-0.407","-3.621","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","HPGD","0.785","3.619","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","CPSF2","0.546","3.618","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","ZNF302","0.546","3.616","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","VSIG1","-0.784","-3.615","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","KDSR","0.783","3.614","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","PKP2","0.783","3.614","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","SUMO1P3","-1.074","-3.609","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","GBA2","-0.406","-3.608","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","NOLC1","0.781","3.604","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","NBEAL2","-0.405","-3.603","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","LPAL2","1.072","3.602","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","RIOK3","0.543","3.602","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","CCL5","-0.781","-3.601","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","ZDHHC9","0.780","3.599","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","YARS1","0.780","3.597","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","BOLA1","-0.405","-3.596","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","MIER3","0.542","3.595","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","CGAS","0.779","3.593","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","PCMTD1","0.542","3.592","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","RAB11FIP3","0.542","3.591","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","SMIM6","-1.069","-3.590","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","NOP16","0.778","3.590","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","RNASE3","-1.069","-3.589","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","SPPL2B","-0.403","-3.586","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","GJC3","-1.068","-3.586","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","GIMAP2","-1.067","-3.585","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","DCTPP1","0.777","3.583","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","SUPT7L","-0.403","-3.581","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","AP1G2","-0.403","-3.581","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","CNKSR2","0.776","3.577","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","NSD3","0.540","3.576","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","ARHGEF1","-0.402","-3.576","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","TEP1","-0.402","-3.575","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","MIR31HG","-1.063","-3.572","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","ZNF221","1.062","3.568","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","NYNRIN","0.538","3.567","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","ANKRD10","-0.401","-3.567","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","DPP4","0.401","3.565","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","NBR2","-0.401","-3.565","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","CXorf21","0.538","3.564","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","RGL2","-0.401","-3.563","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","SS18L1","-0.401","-3.561","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","CLK1","-0.401","-3.561","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","PRPF3","-0.400","-3.559","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","PIM2","0.771","3.558","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","ROPN1","1.059","3.557","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","SLC39A10","0.771","3.556","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","KBTBD2","0.537","3.556","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","CBFB","0.771","3.554","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","FGFR1OP2","0.536","3.553","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","NSMCE4A","-0.400","-3.552","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","WNT2B","1.056","3.548","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","RSAD1","-0.398","-3.542","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","PHYKPL","0.534","3.541","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","DCDC1","-0.768","-3.540","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","ZNF580","-0.398","-3.537","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","PMCHL1","1.053","3.537","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","SLC35F6","-0.533","-3.535","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","TNK2","-0.397","-3.532","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","RAB14","0.533","3.530","False"
"T Cd4","","","GSE37584","MicroArray","HuGene-1_0-st-v1","PIGV","0.765","3.529","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","GBP4","0.532","3.523","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","FAM149A","-1.049","-3.523","False"
"T Cd4","6h","","GSE96888","MicroArray","GPL17077","IFIT1","-1.049","-3.523","False"
"Cd19+ B","","","E-MEXP-2878","MicroArray","HG-U133_Plus_2","PALD1","0.531","3.522","False"
"Monocyte","2h","","E-MTAB-8225","RNASeq","","HSD17B7P2","-0.396","-3.520","False"
